Airline,Dep_Airport,Arr_Airport,Scheduled_Departure,Dep_Temp,Dep_Humidity,Dep_Weather,Dep_WindSpeed,Dep_Visibility,Dep_RainfallRate,Dep_SnowAccumulation,Arr_Temp,Arr_Humidity,Arr_Weather,Arr_WindSpeed,Arr_Visibility,Arr_RainfallRate,Arr_SnowAccumulation,Delay_Minutes,Delay_Status
IndiGo,JFK,BOM,01:35,-6.5,55,Snow,24,6429,1.1,1.0,24.7,64,Snow,3,6442,2.1,0.2,0,0
IndiGo,BLR,DEL,05:57,45.2,84,Sunny,52,517,28.9,4.9,41.3,81,Storm,46,424,25.6,4.9,43,1
SpiceJet,JFK,DXB,10:12,13.1,46,Snow,14,7108,8.2,0.2,5.0,57,Rain,4,4689,2.8,1.0,0,0
Emirates,DXB,LHR,08:20,45.7,37,Cloudy,58,106,25.8,4.8,42.4,95,Rain,48,691,26.4,4.3,72,1
British Airways,DEL,BOM,10:13,27.0,52,Storm,11,8648,1.4,0.8,4.6,57,Cloudy,3,7035,8.2,0.2,0,0
Emirates,JFK,LHR,14:05,-26.2,71,Cloudy,51,374,27.6,2.8,42.7,89,Storm,57,377,24.1,4.8,33,1
SpiceJet,DEL,JFK,22:30,23.3,74,Cloudy,11,5329,5.0,0.8,10.6,84,Sunny,5,6987,9.2,0.7,0,0
Emirates,LHR,DEL,13:02,-29.3,81,Cloudy,54,648,22.8,3.7,41.2,86,Snow,47,367,25.9,3.5,72,1
SpiceJet,BOM,LHR,20:46,8.0,34,Storm,11,7892,8.1,0.1,23.1,69,Fog,14,8385,6.4,0.3,0,0
SpiceJet,BOM,JFK,16:36,43.2,90,Rain,49,323,28.4,3.5,-25.8,52,Fog,49,406,29.3,4.6,23,1
IndiGo,LHR,JFK,18:52,28.5,51,Snow,21,7543,1.3,0.9,29.6,65,Cloudy,1,2645,8.1,0.3,0,0
IndiGo,DXB,BLR,14:40,-26.3,68,Sunny,56,565,21.4,3.2,-25.1,59,Fog,48,259,28.1,3.0,42,1
Emirates,DXB,LHR,15:33,28.0,96,Sunny,18,7652,1.0,0.1,-3.9,30,Rain,25,8603,1.4,0.8,0,0
Air India,LHR,BOM,07:25,-28.2,92,Storm,54,360,23.9,5.0,-21.9,63,Storm,47,231,25.4,4.4,103,1
SpiceJet,BLR,JFK,09:36,-6.0,91,Sunny,18,6341,5.5,0.8,15.0,76,Rain,7,5523,7.7,0.7,0,0
British Airways,DXB,BLR,15:46,41.6,68,Rain,41,120,22.1,4.8,41.8,33,Snow,43,101,28.6,4.7,71,1
British Airways,BLR,DXB,13:56,-6.5,60,Snow,21,5352,8.2,0.1,23.1,60,Fog,26,5468,5.0,0.3,0,0
Air India,BLR,JFK,15:18,44.1,75,Snow,57,160,25.2,3.0,-23.5,67,Snow,59,600,25.3,4.7,66,1
British Airways,BOM,BLR,10:26,12.5,33,Sunny,20,5937,8.4,0.3,-9.8,59,Fog,27,2419,4.4,0.3,0,0
Air India,DEL,LHR,10:22,42.2,55,Storm,55,286,29.2,3.9,45.9,54,Rain,55,349,24.5,3.8,38,1
Air India,BOM,LHR,13:37,13.7,59,Sunny,3,5787,8.7,0.3,-9.0,53,Fog,19,5402,8.8,0.4,0,0
IndiGo,BOM,DXB,05:35,-24.9,74,Snow,52,505,21.5,5.0,-27.1,33,Storm,44,613,21.3,2.7,105,1
SpiceJet,JFK,DEL,08:42,9.5,33,Storm,19,4858,7.1,0.1,27.7,72,Cloudy,29,6647,8.7,0.0,0,0
Emirates,BOM,LHR,01:59,-23.9,33,Fog,51,658,27.0,4.0,44.5,53,Storm,43,534,22.1,2.8,52,1
Air India,BLR,DEL,05:59,29.7,36,Sunny,20,9319,3.9,0.0,-2.6,41,Fog,2,6640,5.4,0.2,0,0
Emirates,DEL,DXB,06:51,-29.3,82,Rain,48,588,24.8,4.7,45.8,68,Sunny,51,159,25.6,4.1,78,1
Emirates,DXB,LHR,12:08,18.8,83,Sunny,30,9869,9.3,0.7,-9.2,31,Snow,29,5019,3.3,0.8,0,0
British Airways,DEL,LHR,02:31,-25.3,35,Sunny,47,532,27.1,4.0,41.8,83,Fog,51,368,22.4,2.9,110,1
SpiceJet,BLR,DEL,18:41,9.5,92,Rain,27,7798,8.5,0.4,-3.8,72,Rain,18,8543,9.6,0.9,0,0
British Airways,LHR,DXB,12:01,-25.5,80,Sunny,54,422,25.1,2.7,42.7,91,Fog,54,554,22.1,3.3,32,1
SpiceJet,DEL,LHR,17:19,28.0,48,Snow,21,6132,1.8,0.9,-9.9,99,Rain,9,2435,9.1,0.0,0,0
Emirates,BLR,DXB,13:03,43.2,40,Sunny,52,119,26.5,3.1,42.3,60,Fog,49,605,29.2,4.7,21,1
IndiGo,JFK,BLR,17:27,-4.1,99,Fog,19,7564,3.7,0.2,-9.8,79,Sunny,23,4056,5.1,0.6,0,0
Air India,DEL,BLR,15:53,41.5,57,Storm,52,537,23.1,2.7,-26.6,35,Storm,46,656,22.0,4.4,42,1
British Airways,BOM,DEL,22:05,9.7,57,Rain,30,4089,3.0,0.3,26.5,76,Snow,3,9839,6.6,0.4,0,0
IndiGo,BOM,DEL,23:03,44.5,51,Rain,42,432,27.4,2.6,44.9,87,Sunny,55,550,25.9,4.5,115,1
IndiGo,JFK,BLR,19:27,-8.2,100,Storm,23,2336,6.3,0.9,12.1,37,Cloudy,28,6371,6.2,0.2,0,0
SpiceJet,DXB,DEL,11:47,41.9,50,Rain,42,374,22.4,3.2,44.0,77,Cloudy,50,309,24.8,4.3,103,1
Air India,BLR,DXB,22:49,28.4,60,Snow,3,5228,7.2,0.1,8.0,59,Fog,1,8718,3.6,0.2,0,0
Emirates,BLR,BOM,06:13,-25.3,94,Snow,50,500,21.9,3.2,41.9,36,Cloudy,48,100,25.3,4.4,88,1
Air India,DXB,BOM,10:35,11.4,95,Rain,17,7977,3.8,1.0,12.8,72,Rain,5,8750,6.5,0.9,0,0
IndiGo,BLR,DEL,03:24,-28.9,47,Sunny,45,398,26.2,4.9,-27.6,88,Snow,49,205,23.6,4.7,80,1
British Airways,JFK,DXB,12:15,-6.2,58,Rain,26,7071,5.0,0.5,-4.2,30,Rain,28,6481,1.7,0.7,0,0
Emirates,BLR,LHR,16:28,42.6,74,Snow,47,505,23.5,3.7,-28.7,33,Rain,51,405,25.4,4.2,89,1
SpiceJet,DXB,BLR,21:47,24.4,48,Sunny,0,9375,4.9,0.4,2.4,78,Rain,17,3174,0.6,0.9,0,0
SpiceJet,BLR,DXB,00:35,43.1,46,Cloudy,60,315,22.7,3.1,-21.4,93,Cloudy,58,177,26.5,3.8,66,1
British Airways,BOM,LHR,20:11,13.1,65,Fog,28,7484,9.8,0.4,19.9,61,Fog,7,2344,5.1,0.2,0,0
IndiGo,BLR,DXB,10:38,41.4,59,Fog,59,491,21.6,4.6,-21.0,63,Snow,51,479,26.2,4.9,42,1
Emirates,LHR,BLR,16:20,11.7,89,Snow,10,4877,3.4,0.1,20.2,66,Snow,21,7936,5.0,0.8,0,0
Emirates,BLR,JFK,19:39,45.3,92,Cloudy,59,395,26.5,3.7,-26.9,100,Cloudy,42,246,26.0,4.5,104,1
IndiGo,LHR,BLR,16:48,16.7,79,Storm,12,4770,6.1,0.5,4.4,47,Sunny,23,9547,3.3,0.2,0,0
SpiceJet,DXB,JFK,08:20,-28.7,76,Sunny,48,344,26.9,4.2,44.5,39,Storm,48,114,26.7,4.5,40,1
Air India,JFK,BOM,06:24,12.8,96,Fog,18,7661,8.7,0.7,11.3,91,Storm,6,8961,3.1,0.2,0,0
Emirates,JFK,LHR,10:04,42.9,85,Rain,52,517,26.2,3.8,-25.6,78,Storm,51,688,23.9,3.1,113,1
Air India,BOM,BLR,16:45,0.2,73,Storm,14,4816,0.4,0.1,10.0,70,Snow,27,6526,2.0,0.1,0,0
Emirates,BOM,DXB,02:06,43.5,81,Fog,60,373,27.6,4.6,41.8,81,Snow,56,696,29.7,3.5,93,1
Air India,DEL,JFK,08:28,-9.7,45,Snow,15,5406,0.0,0.4,2.4,44,Fog,3,5614,4.6,1.0,0,0
SpiceJet,BLR,LHR,01:48,-21.3,93,Storm,43,125,21.8,4.1,-26.6,64,Rain,59,387,29.0,4.4,85,1
Air India,BLR,JFK,04:20,18.3,42,Cloudy,22,6294,8.1,0.0,20.4,77,Fog,29,5590,5.1,0.2,0,0
IndiGo,DEL,LHR,08:21,-28.0,33,Rain,53,648,21.7,4.8,-28.3,40,Rain,53,268,22.9,3.5,74,1
SpiceJet,DXB,LHR,18:13,19.2,73,Storm,16,4201,5.0,0.6,8.7,76,Cloudy,6,4290,7.2,0.6,0,0
Air India,JFK,BOM,15:41,-27.5,96,Snow,58,337,27.5,4.9,-29.7,96,Snow,42,405,21.5,3.0,80,1
Air India,LHR,DEL,09:00,-3.0,68,Storm,19,3382,8.5,0.2,9.4,49,Rain,15,5769,0.0,0.8,0,0
IndiGo,JFK,BOM,08:28,43.2,80,Rain,55,292,27.3,4.9,-22.5,56,Cloudy,57,642,26.4,2.9,34,1
IndiGo,BLR,DEL,20:20,-1.3,91,Snow,19,6598,9.0,0.8,18.1,100,Snow,27,5176,5.3,0.8,0,0
Emirates,LHR,BOM,05:12,43.6,42,Snow,59,602,24.2,4.7,41.8,56,Storm,52,629,25.5,4.9,20,1
Air India,DEL,BLR,17:16,27.7,85,Sunny,7,9941,1.2,0.9,-8.7,85,Storm,30,3413,2.7,0.3,0,0
Emirates,DEL,BLR,06:21,-29.6,80,Snow,53,303,25.9,4.2,-28.5,57,Cloudy,44,474,29.4,3.3,56,1
SpiceJet,LHR,DEL,19:26,1.6,36,Fog,12,5542,7.6,0.6,6.1,49,Cloudy,20,7440,4.5,0.9,0,0
SpiceJet,DXB,BOM,10:47,44.8,88,Storm,59,168,25.5,4.2,43.3,98,Storm,57,374,27.8,4.0,47,1
Emirates,BLR,JFK,04:14,27.1,71,Fog,28,2170,4.9,0.2,-9.7,40,Rain,21,6740,4.8,0.2,0,0
Emirates,DXB,JFK,18:39,-24.1,60,Fog,43,292,29.6,3.7,41.6,32,Fog,43,177,29.0,3.0,70,1
Emirates,DEL,JFK,20:30,9.3,81,Snow,20,3433,7.7,0.4,6.6,75,Fog,29,3240,1.5,0.3,0,0
Air India,DEL,LHR,10:08,45.2,97,Sunny,49,574,22.5,3.7,-28.4,31,Sunny,52,569,22.7,3.3,81,1
SpiceJet,DXB,LHR,06:40,24.3,43,Rain,6,8396,4.9,0.4,28.0,98,Cloudy,28,9039,0.8,0.0,0,0
Air India,DEL,LHR,18:35,-21.1,33,Fog,47,627,21.5,2.9,-23.4,88,Rain,50,308,29.4,4.5,95,1
IndiGo,JFK,BOM,20:23,1.8,94,Storm,5,4329,5.9,0.5,1.2,89,Rain,0,9174,8.6,0.1,0,0
Air India,BOM,DEL,05:59,43.0,100,Rain,41,686,23.4,4.1,44.8,86,Fog,56,443,22.4,3.0,114,1
Emirates,DXB,JFK,02:49,17.3,44,Cloudy,12,8877,1.4,0.5,5.2,77,Rain,0,8359,2.5,0.5,0,0
SpiceJet,BOM,LHR,20:35,45.8,98,Sunny,48,390,26.1,5.0,-24.9,92,Rain,51,649,28.6,2.8,36,1
Air India,DEL,BOM,21:59,1.8,80,Snow,21,7778,4.8,0.9,25.4,49,Sunny,2,2113,6.8,0.6,0,0
SpiceJet,DXB,LHR,16:33,-29.2,86,Storm,48,103,26.5,3.6,-22.1,98,Sunny,53,161,22.4,3.8,83,1
British Airways,LHR,BLR,15:11,-8.7,38,Storm,13,7178,2.3,0.5,24.5,98,Sunny,14,2572,4.4,0.3,0,0
Emirates,DEL,BLR,15:55,45.3,31,Sunny,60,689,24.6,3.5,44.4,54,Rain,44,196,25.3,4.6,97,1
Air India,JFK,DXB,21:49,12.3,37,Snow,0,3471,0.8,0.9,0.4,97,Cloudy,24,2670,9.4,0.3,0,0
Emirates,BLR,JFK,00:28,-28.9,98,Cloudy,44,650,26.9,4.7,43.0,79,Fog,46,355,28.7,4.6,97,1
IndiGo,BOM,DXB,15:56,17.6,88,Storm,30,3239,4.0,0.8,10.8,49,Snow,22,8358,1.4,0.1,0,0
SpiceJet,BLR,BOM,05:28,41.2,33,Fog,46,593,24.3,4.0,-21.2,95,Snow,41,221,29.5,4.4,116,1
IndiGo,DEL,JFK,06:54,20.0,43,Snow,11,8282,2.0,0.4,14.8,60,Storm,19,8984,9.2,0.9,0,0
SpiceJet,BLR,LHR,08:57,44.4,97,Snow,49,631,26.1,3.1,-28.1,94,Storm,54,337,24.0,3.4,82,1
Emirates,BLR,DXB,04:16,-3.6,92,Snow,2,4695,2.9,0.2,17.5,45,Fog,0,2874,1.4,0.7,0,0
SpiceJet,DXB,LHR,23:13,44.6,80,Sunny,55,277,23.1,3.2,44.5,31,Cloudy,52,246,23.0,3.3,32,1
SpiceJet,LHR,DXB,18:57,1.1,36,Fog,27,5942,5.9,0.0,23.7,78,Sunny,14,2739,2.6,0.4,0,0
SpiceJet,BOM,JFK,21:00,41.8,56,Rain,59,660,24.2,4.9,-26.7,55,Storm,54,625,27.3,4.8,106,1
Emirates,JFK,BOM,17:38,-4.1,45,Rain,8,5928,6.2,0.7,18.7,56,Cloudy,16,8511,6.6,0.1,0,0
Air India,DXB,BLR,19:42,44.6,61,Storm,41,359,28.2,3.1,42.2,93,Snow,54,109,26.8,3.1,103,1
SpiceJet,DXB,LHR,00:41,11.4,45,Storm,8,9691,2.8,0.4,12.8,99,Cloudy,28,6225,6.2,1.0,0,0
SpiceJet,LHR,JFK,14:29,-27.0,73,Storm,54,700,23.8,4.7,-23.0,81,Sunny,53,674,24.2,3.1,53,1
Emirates,BOM,DXB,18:54,-5.0,66,Rain,10,2351,0.7,0.4,-1.5,73,Cloudy,13,4322,1.5,0.8,0,0
Air India,BOM,LHR,13:06,-27.6,83,Snow,53,693,27.7,4.8,46.0,51,Fog,49,371,28.2,4.6,27,1
British Airways,BLR,LHR,20:19,8.6,79,Rain,19,8201,8.0,0.5,23.8,54,Fog,25,6922,3.3,1.0,0,0
Emirates,DEL,BLR,12:59,43.7,98,Rain,44,199,22.4,3.3,42.0,93,Storm,48,129,23.5,3.5,49,1
IndiGo,BLR,DXB,03:34,-4.1,82,Snow,7,4733,9.7,0.9,-1.8,79,Rain,14,7884,9.1,0.5,0,0
IndiGo,LHR,DXB,18:07,41.6,84,Rain,50,610,27.0,2.8,-26.5,56,Rain,48,498,29.2,4.9,42,1
SpiceJet,JFK,DEL,22:04,-3.2,38,Fog,5,3602,8.4,0.6,6.0,93,Fog,2,3351,2.5,0.7,0,0
Emirates,DXB,BLR,10:32,-22.6,79,Storm,54,408,23.7,4.5,42.5,80,Snow,53,280,29.6,3.3,56,1
British Airways,DEL,LHR,10:49,10.4,95,Rain,1,4073,4.8,0.1,-6.1,65,Storm,19,2415,6.8,0.9,0,0
IndiGo,BOM,LHR,01:20,-28.1,98,Snow,50,332,23.9,4.8,44.8,97,Sunny,55,415,28.4,3.3,109,1
Emirates,BOM,DEL,07:12,23.0,68,Cloudy,0,5483,8.3,0.5,14.3,100,Storm,2,5695,2.5,0.4,0,0
British Airways,BOM,LHR,00:39,-22.8,79,Cloudy,47,399,22.2,4.6,43.1,61,Cloudy,55,696,22.7,2.8,74,1
Emirates,LHR,BOM,20:23,-2.6,60,Storm,18,3606,3.1,0.7,17.7,30,Snow,8,4613,8.0,0.5,0,0
SpiceJet,DEL,JFK,14:02,-25.8,100,Cloudy,51,320,25.4,3.5,-25.0,87,Cloudy,41,556,28.2,2.7,74,1
Air India,DEL,BOM,06:10,14.3,65,Sunny,6,2947,7.9,0.3,30.0,86,Snow,2,7440,1.4,0.9,0,0
Air India,JFK,BOM,23:05,-21.1,45,Cloudy,43,491,21.2,4.4,44.5,82,Sunny,52,521,25.4,4.2,45,1
Air India,BOM,BLR,02:50,13.6,30,Cloudy,30,9089,1.8,0.1,26.8,42,Fog,20,8615,6.9,0.6,0,0
British Airways,BLR,BOM,18:37,42.7,60,Rain,49,517,27.9,3.5,-28.6,93,Cloudy,42,465,29.2,3.8,56,1
Emirates,BOM,BLR,08:33,22.9,35,Storm,17,2744,0.1,0.1,22.6,44,Storm,30,3397,2.8,0.5,0,0
Emirates,DEL,DXB,23:18,-24.5,60,Snow,41,318,26.6,4.7,-27.8,85,Snow,55,532,28.6,2.9,114,1
SpiceJet,DXB,JFK,15:28,25.4,38,Fog,29,2005,2.2,0.5,25.0,72,Cloudy,24,5382,6.6,0.3,0,0
SpiceJet,BLR,JFK,00:29,-21.6,40,Storm,46,478,25.4,4.7,44.8,43,Cloudy,50,604,29.6,2.9,97,1
SpiceJet,LHR,BOM,06:37,15.5,58,Fog,2,5758,4.4,0.6,9.0,57,Snow,23,5483,7.4,0.5,0,0
Emirates,BLR,LHR,02:26,42.4,44,Storm,46,325,25.7,4.4,-29.8,78,Snow,41,597,28.7,4.7,58,1
Air India,JFK,DXB,13:43,7.2,74,Sunny,27,7854,8.4,0.7,-3.2,34,Cloudy,6,8432,4.5,0.2,0,0
British Airways,BLR,LHR,13:45,42.7,90,Snow,41,477,29.7,3.0,-25.1,55,Snow,41,446,23.8,3.1,59,1
British Airways,BLR,JFK,18:52,-6.5,51,Snow,12,2961,7.2,0.8,13.2,44,Rain,28,2738,4.5,0.9,0,0
Emirates,DXB,BLR,23:42,-28.4,54,Rain,53,323,22.1,3.3,-25.1,94,Cloudy,56,301,25.4,3.3,54,1
Air India,JFK,DXB,03:11,25.6,73,Snow,14,9523,7.5,1.0,19.1,79,Storm,29,6056,3.4,0.7,0,0
British Airways,BOM,BLR,03:13,-29.3,69,Sunny,42,284,24.4,2.7,-27.4,90,Fog,51,347,22.2,4.1,58,1
Air India,BOM,LHR,03:49,-6.9,36,Storm,4,2828,7.7,0.5,3.0,80,Sunny,0,7229,6.1,0.6,0,0
British Airways,DXB,BOM,03:24,-23.6,46,Fog,46,179,25.3,2.8,43.6,91,Cloudy,53,648,22.8,3.7,35,1
SpiceJet,DEL,LHR,23:00,-2.7,54,Sunny,27,7061,7.9,0.8,-5.0,76,Storm,13,2628,1.7,0.1,0,0
Air India,LHR,JFK,23:16,42.9,89,Rain,41,115,26.0,3.2,42.8,41,Fog,45,380,27.2,3.9,92,1
Air India,JFK,BLR,20:20,15.2,98,Sunny,18,2220,2.3,0.5,2.8,51,Cloudy,19,5905,10.0,0.8,0,0
SpiceJet,BLR,DEL,15:35,-29.6,49,Storm,45,526,22.8,3.9,-26.9,90,Cloudy,48,375,25.1,3.8,61,1
Emirates,JFK,BLR,01:20,23.7,52,Cloudy,7,6754,8.7,0.6,6.3,86,Rain,26,3503,1.1,0.8,0,0
IndiGo,DEL,BOM,20:05,43.4,94,Rain,52,377,26.3,3.2,-29.1,35,Cloudy,43,595,22.8,4.3,110,1
SpiceJet,LHR,BOM,02:30,10.9,38,Storm,8,8318,8.3,0.1,21.4,85,Storm,9,2841,3.1,0.3,0,0
British Airways,BLR,LHR,09:06,43.8,85,Cloudy,46,659,22.8,2.9,45.2,88,Rain,49,429,23.4,2.7,75,1
SpiceJet,BLR,DXB,15:15,-8.2,33,Sunny,20,5057,9.5,0.8,5.7,44,Cloudy,30,4336,5.3,0.2,0,0
British Airways,DEL,BLR,04:22,-23.3,49,Sunny,46,368,23.0,3.5,43.8,47,Snow,59,553,24.7,4.7,93,1
SpiceJet,JFK,BLR,17:58,14.8,41,Snow,17,8779,6.5,0.9,16.1,74,Storm,10,4682,9.3,1.0,0,0
SpiceJet,DEL,DXB,02:37,-28.7,93,Cloudy,48,116,21.1,2.9,-24.9,53,Snow,47,151,26.9,5.0,109,1
IndiGo,BLR,JFK,09:59,-6.6,39,Snow,13,7558,9.3,0.2,10.3,78,Fog,10,5000,7.7,0.3,0,0
British Airways,BLR,BOM,21:32,41.6,89,Fog,57,360,23.5,4.2,42.8,42,Snow,46,279,24.3,3.4,87,1
IndiGo,BOM,BLR,10:52,14.5,48,Fog,9,8122,6.8,0.9,22.5,58,Fog,15,6885,4.6,0.5,0,0
SpiceJet,JFK,DXB,04:24,41.9,82,Sunny,50,226,25.3,3.7,-26.2,62,Storm,52,505,21.0,3.4,114,1
British Airways,BLR,BOM,06:33,4.2,100,Rain,14,9834,4.4,0.6,6.9,52,Storm,25,9593,3.7,0.5,0,0
Emirates,DEL,LHR,20:21,45.0,93,Fog,43,335,24.4,4.9,41.7,68,Fog,54,140,24.9,3.9,51,1
Emirates,DEL,JFK,11:43,20.4,54,Rain,23,8502,9.2,0.2,16.6,36,Snow,24,3005,9.6,1.0,0,0
IndiGo,LHR,DEL,13:19,45.8,80,Fog,48,550,22.7,4.6,41.8,63,Storm,56,294,25.7,4.6,22,1
Emirates,BLR,DXB,11:00,20.4,44,Fog,13,5436,5.1,0.6,-6.0,79,Cloudy,3,3777,5.3,0.4,0,0
IndiGo,DEL,JFK,23:05,-25.6,77,Storm,52,142,21.8,2.9,-22.7,79,Snow,44,690,29.5,4.9,62,1
Air India,LHR,BLR,04:36,13.6,94,Storm,1,3473,5.9,0.4,26.5,84,Snow,2,3821,4.3,0.2,0,0
Air India,DEL,DXB,02:41,44.3,67,Rain,56,321,23.9,3.4,45.0,36,Cloudy,58,428,29.2,2.7,113,1
Emirates,BLR,LHR,07:55,16.1,37,Cloudy,4,4958,1.8,0.6,20.4,35,Sunny,10,6584,5.4,0.5,0,0
Air India,LHR,BOM,17:15,-24.0,82,Snow,56,360,24.7,2.6,44.1,60,Storm,51,662,26.5,4.5,43,1
Air India,BLR,DXB,13:20,26.6,64,Cloudy,0,6434,2.5,1.0,-0.6,64,Cloudy,29,5512,8.2,0.3,0,0
SpiceJet,BOM,JFK,16:49,45.8,82,Snow,50,313,21.4,2.7,42.4,88,Fog,43,301,29.0,4.2,91,1
Air India,BLR,LHR,12:56,-7.9,94,Storm,10,3781,9.6,0.4,27.8,79,Cloudy,26,3648,4.7,0.6,0,0
British Airways,BOM,LHR,10:44,42.2,52,Sunny,44,112,26.3,3.2,-25.4,83,Sunny,58,614,24.3,4.7,51,1
Emirates,JFK,DXB,08:09,14.3,61,Storm,29,2489,3.6,0.0,-2.4,68,Storm,16,8991,9.5,0.3,0,0
Air India,BOM,DEL,15:28,-24.2,65,Rain,45,330,21.7,3.0,-29.6,41,Storm,50,680,26.3,4.0,119,1
Emirates,BLR,DXB,03:46,23.6,63,Storm,29,8615,1.4,0.5,23.1,62,Rain,30,6563,3.1,0.4,0,0
British Airways,DXB,BLR,00:15,41.0,46,Storm,57,616,26.4,2.8,44.0,71,Storm,53,579,22.3,4.5,60,1
Emirates,JFK,DEL,18:42,17.7,68,Fog,5,4637,2.0,0.9,-4.5,87,Fog,17,5302,2.0,0.7,0,0
Emirates,BOM,DXB,07:50,41.2,77,Fog,52,300,28.3,4.1,-23.8,90,Sunny,47,131,21.8,3.3,20,1
Air India,DEL,DXB,14:46,-7.4,31,Rain,15,4820,4.3,0.0,-8.4,53,Cloudy,28,3755,2.4,0.7,0,0
SpiceJet,JFK,LHR,10:52,45.3,45,Storm,54,374,23.4,2.9,41.0,99,Cloudy,51,410,26.9,3.0,62,1
British Airways,DEL,LHR,05:16,-1.7,92,Fog,9,9279,6.0,0.3,24.3,80,Sunny,28,7613,6.3,0.7,0,0
IndiGo,JFK,LHR,15:24,-29.4,45,Snow,60,150,25.6,2.8,-21.2,42,Cloudy,54,376,29.6,4.2,75,1
IndiGo,LHR,JFK,21:03,-7.7,44,Rain,28,2775,2.1,0.5,-3.2,51,Cloudy,15,2665,8.6,0.7,0,0
Air India,JFK,BOM,00:55,43.8,41,Rain,52,601,22.6,3.7,-28.7,93,Snow,44,618,29.0,4.9,34,1
SpiceJet,BOM,DEL,22:22,7.4,71,Storm,12,2298,5.8,0.1,20.3,87,Fog,14,4247,1.2,0.3,0,0
Emirates,BOM,LHR,00:18,45.3,93,Cloudy,50,477,28.8,3.6,-26.7,96,Fog,43,157,23.4,2.9,111,1
IndiGo,JFK,BOM,16:13,-2.8,96,Cloudy,1,8266,9.9,0.3,28.7,63,Storm,11,8255,2.3,0.0,0,0
SpiceJet,DEL,BOM,10:05,-26.0,92,Cloudy,56,211,23.8,4.5,45.7,56,Sunny,60,677,23.1,2.8,26,1
SpiceJet,DXB,DEL,07:56,20.3,71,Sunny,5,9230,0.8,0.5,14.6,93,Storm,22,4155,1.2,0.6,0,0
SpiceJet,BLR,LHR,06:45,45.7,69,Cloudy,59,159,21.5,4.3,-24.5,43,Rain,57,547,24.3,4.7,20,1
British Airways,BOM,BLR,19:19,12.8,33,Rain,25,3790,7.6,0.1,14.8,81,Rain,24,2347,0.2,0.6,0,0
Emirates,DEL,DXB,21:51,41.7,71,Cloudy,48,396,28.1,4.4,-24.5,37,Fog,60,115,27.4,3.8,26,1
SpiceJet,BLR,DEL,00:33,-5.0,99,Cloudy,11,8363,3.0,0.2,-0.4,33,Storm,8,4468,7.3,0.3,0,0
British Airways,JFK,BLR,07:39,-22.6,99,Fog,57,629,23.3,4.8,-25.2,32,Fog,56,374,23.1,3.6,25,1
SpiceJet,JFK,BOM,05:34,7.4,57,Snow,26,7706,3.3,0.3,16.4,50,Cloudy,14,6491,4.3,0.4,0,0
Air India,DEL,DXB,06:49,45.1,83,Storm,59,131,26.3,3.5,-25.0,72,Rain,59,278,28.6,4.4,94,1
Emirates,BLR,DXB,00:22,15.7,88,Cloudy,0,2891,1.6,0.4,22.9,74,Sunny,13,5003,8.6,0.3,0,0
Air India,JFK,DEL,14:36,41.2,37,Sunny,49,259,23.3,3.7,-29.9,62,Sunny,45,686,27.4,3.6,62,1
IndiGo,DEL,BLR,12:59,-5.2,57,Storm,26,7280,5.3,0.6,-3.9,39,Storm,29,3807,7.5,0.1,0,0
British Airways,JFK,BLR,06:22,-26.0,80,Cloudy,44,512,25.3,4.3,-25.9,78,Cloudy,42,585,24.3,4.3,30,1
IndiGo,LHR,DXB,08:39,18.6,87,Snow,10,7583,0.0,0.1,-3.9,85,Storm,23,3468,1.7,0.9,0,0
Air India,LHR,DXB,14:19,-22.9,83,Storm,60,620,22.8,3.3,41.7,32,Fog,44,252,23.4,4.8,62,1
Emirates,JFK,DEL,08:35,-3.2,60,Fog,12,6065,8.0,0.4,7.1,39,Fog,6,5817,6.0,0.2,0,0
IndiGo,BLR,BOM,21:29,-29.7,40,Storm,52,690,26.4,3.0,-21.8,33,Cloudy,44,149,21.2,2.9,50,1
Emirates,BOM,DEL,12:08,-6.3,90,Storm,30,8470,1.8,0.2,14.5,65,Cloudy,11,4297,8.3,0.6,0,0
Air India,BLR,DXB,06:38,43.1,47,Fog,43,389,27.1,4.6,-27.2,76,Cloudy,59,146,26.1,4.7,81,1
Air India,DEL,BLR,15:46,26.0,31,Fog,16,5752,1.3,0.0,12.7,60,Storm,8,2536,0.9,1.0,0,0
Emirates,JFK,BLR,18:43,-24.9,30,Storm,41,163,23.0,4.7,44.2,69,Fog,43,685,23.5,3.8,92,1
SpiceJet,BOM,LHR,18:49,11.0,57,Fog,10,5478,7.2,0.5,19.6,63,Cloudy,25,9726,3.8,0.5,0,0
Emirates,DXB,JFK,19:40,45.4,58,Snow,47,399,28.6,5.0,43.7,49,Rain,45,405,23.1,3.5,62,1
Air India,LHR,DEL,06:24,10.9,82,Snow,14,7125,0.0,0.6,12.1,62,Snow,19,3330,6.9,0.7,0,0
SpiceJet,DXB,LHR,16:55,43.7,84,Rain,42,112,27.5,3.7,-21.6,87,Cloudy,49,173,21.8,3.6,100,1
British Airways,BOM,DXB,01:15,10.6,94,Fog,12,4882,0.4,0.3,-4.3,38,Cloudy,12,2720,1.0,0.1,0,0
SpiceJet,BOM,DXB,20:38,43.2,79,Sunny,52,508,21.3,4.1,41.7,71,Storm,59,633,21.5,3.0,24,1
